,Rshoulder_x,Rshoulder_y,Lshoulder_x,Lshoulder_y,Rhip_x,Rhip_y,Lhip_x,Lhip_y,Rknee_x,Rknee_y,Lknee_x,Lknee_y,Rankle_x,Rankle_y,Lankle_x,Lankle_y,Rknee_angle,Lknee_angle,Rhip_angle,Lhip_angle,labels
0,0.4231113791465759,0.5294463634490967,0.5269144177436829,0.5170981287956238,0.4448767602443695,0.7027674317359924,0.5044661164283752,0.7125459909439087,0.437885046005249,0.7538160085678101,0.5117402672767639,0.8870147466659546,0.44495025277137756,0.9186367392539978,0.5035479068756104,0.851368248462677,10.253358804431372,169.44436388590987,14.956463743865271,8.939494889291268,1.0
1,0.4249141216278076,0.5239757895469666,0.5271307826042175,0.5169990658760071,0.444232314825058,0.7054855227470398,0.5038082003593445,0.7132750749588013,0.43734145164489746,0.7545492053031921,0.5111246109008789,0.8852140307426453,0.4464205801486969,0.9156312942504883,0.5038238763809204,0.8541275858879089,11.220715916288668,169.2200501979362,14.069901651630914,9.213023382140904,1.0
2,0.4238486886024475,0.524101972579956,0.5259908437728882,0.5171205997467041,0.4423885941505432,0.7023245692253113,0.5020262002944946,0.7110573649406433,0.4374869763851166,0.7614848017692566,0.5115143656730652,0.886815071105957,0.4472372531890869,0.9166209101676941,0.5046969652175903,0.8524227738380432,8.332623055959118,171.87798548557245,10.675252334547395,10.13436995260028,1.0
3,0.4202097952365875,0.5190426707267761,0.5208157300949097,0.5099328756332397,0.44065365195274353,0.6942770481109619,0.5003321766853333,0.6992490887641907,0.4390820860862732,0.764066755771637,0.5101231932640076,0.8748136162757874,0.44762974977493286,0.9194308519363403,0.5040155649185181,0.8505675196647644,4.439068356730161,169.05327103388055,7.944377569375035,9.367249669778829,1.0
4,0.4220242500305176,0.48319149017333984,0.521195650100708,0.47831276059150696,0.4420306086540222,0.6627541780471802,0.5012022256851196,0.6662008166313171,0.445878803730011,0.7697838544845581,0.5106399655342102,0.7931680083274841,0.4459106922149658,0.9210841655731201,0.507891058921814,0.9011539220809937,2.047076449723022,5.709314031747482,4.298358433599162,10.325163061610823,1.0
5,0.4193403124809265,0.5055155158042908,0.522392988204956,0.5028637051582336,0.4413909316062927,0.6853920817375183,0.5007911920547485,0.6963130235671997,0.4493793547153473,0.7538620829582214,0.5101300477981567,0.8599134683609009,0.4445246160030365,0.9193402528762817,0.5084834694862366,0.8502658009529114,8.335077493083247,173.5816734216454,0.3342402187814457,9.63870714965222,1.0
6,0.4195787310600281,0.5161718726158142,0.5250272154808044,0.5139936804771423,0.4387959837913513,0.6989524364471436,0.4997408390045166,0.7090755701065063,0.4413050711154938,0.7555656433105469,0.509618878364563,0.8807971477508545,0.4445156455039978,0.9191977977752686,0.5018985271453857,0.8349095582962036,1.4136401346713399,173.74195033604497,3.464256926011444,10.67769073781949,1.0
7,0.4217599034309387,0.49445852637290955,0.524456799030304,0.49622842669487,0.4358903765678406,0.678941547870636,0.496037095785141,0.6829569935798645,0.4318496584892273,0.7758046984672546,0.5049906969070435,0.8155638575553894,0.4439995288848877,0.9225822687149048,0.5049181580543518,0.9015945196151733,7.120760010134944,3.9110522848490064,6.76876772385279,12.516629241291383,1.0
8,0.411981999874115,0.49259302020072937,0.5145695805549622,0.48697802424430847,0.4285992681980133,0.6850283741950989,0.4901285171508789,0.6892173290252686,0.4140796661376953,0.7683607339859009,0.5015336871147156,0.8467504978179932,0.4316655099391937,0.9172203540802002,0.5049399137496948,0.8597027659416199,16.621366056043712,10.593286561924288,14.819225967722247,11.031807880208163,1.0
9,0.40292686223983765,0.5228695869445801,0.5045400261878967,0.5091353058815002,0.425168514251709,0.7106271386146545,0.48634225130081177,0.7131692171096802,0.4106375575065613,0.7609530687332153,0.5028194189071655,0.8817249536514282,0.4244707226753235,0.9161792397499084,0.4976019263267517,0.854127824306488,21.197913234690446,174.87727493492142,22.86112656943692,10.679931959007291,1.0
10,0.4012872576713562,0.5248321294784546,0.5004300475120544,0.5102206468582153,0.42416948080062866,0.7128689289093018,0.48444801568984985,0.7146930694580078,0.4057730734348297,0.7443820834159851,0.5031384825706482,0.8874918818473816,0.4227588176727295,0.9139926433563232,0.49320530891418457,0.8461402058601379,35.99391469020995,172.66606904094104,37.21328142612941,10.642575684432899,1.0
